Sample 1
5/4/2022 1:24 PM
Wavelength (nm)	10mm Absorbance
276.5	0.311
277.0	0.310
277.5	0.310
278.0	0.311
278.5	0.311
279.0	0.316
279.5	0.317
280.0	0.317
280.5	0.322
281.0	0.322
281.5	0.319
282.0	0.315
282.5	0.309
283.0	0.305
283.5	0.300
284.0	0.300
284.5	0.295
285.0	0.293
285.5	0.286
286.0	0.280
286.5	0.271
287.0	0.260
287.5	0.253
288.0	0.246
288.5	0.239
289.0	0.232
289.5	0.219
290.0	0.203
290.5	0.186
291.0	0.169
291.5	0.149
292.0	0.136
292.5	0.125
293.0	0.113
293.5	0.105
294.0	0.102
294.5	0.093
295.0	0.088
295.5	0.084
296.0	0.075
296.5	0.071
297.0	0.066
297.5	0.060
298.0	0.058
298.5	0.054
299.0	0.054
299.5	0.052
300.0	0.053
300.5	0.054
301.0	0.054
301.5	0.056
302.0	0.055
302.5	0.056
303.0	0.056
303.5	0.053
304.0	0.052
304.5	0.049
305.0	0.048
305.5	0.048
306.0	0.049
306.5	0.048
307.0	0.049
307.5	0.048
308.0	0.048
308.5	0.049
309.0	0.047
309.5	0.047
310.0	0.047
310.5	0.049
311.0	0.051
311.5	0.054
312.0	0.055
312.5	0.054
313.0	0.052
313.5	0.050
314.0	0.044
314.5	0.040
315.0	0.040
315.5	0.038
316.0	0.036
316.5	0.041
317.0	0.042
317.5	0.047
318.0	0.048
318.5	0.048
319.0	0.043
319.5	0.037
320.0	0.037
320.5	0.027
321.0	0.024
321.5	0.029
322.0	0.032
322.5	0.034
323.0	0.038
323.5	0.041
324.0	0.043
324.5	0.038
325.0	0.036
325.5	0.037
326.0	0.038
326.5	0.042
327.0	0.044
327.5	0.043
328.0	0.044
328.5	0.044
329.0	0.044
329.5	0.037
330.0	0.037
330.5	0.039
331.0	0.042
331.5	0.044
332.0	0.043
332.5	0.045
333.0	0.046
333.5	0.047
334.0	0.050
334.5	0.049
335.0	0.048
335.5	0.045
336.0	0.046
336.5	0.044
337.0	0.044
337.5	0.048
338.0	0.046
338.5	0.048
339.0	0.049
339.5	0.050
340.0	0.052
340.5	0.047
341.0	0.047
341.5	0.047
342.0	0.046
342.5	0.046
343.0	0.043
343.5	0.042
344.0	0.041
344.5	0.045
345.0	0.046
345.5	0.046
346.0	0.050
346.5	0.051
347.0	0.052
347.5	0.054
348.0	0.054
348.5	0.052
349.0	0.051
349.5	0.045
350.0	0.040
350.5	0.041
351.0	0.039
351.5	0.037
352.0	0.041
352.5	0.042
353.0	0.044
353.5	0.044
354.0	0.041
354.5	0.036
355.0	0.033
355.5	0.031
356.0	0.031
356.5	0.032
357.0	0.032
357.5	0.028
358.0	0.024
358.5	0.023
359.0	0.024
359.5	0.026
360.0	0.032
360.5	0.036
361.0	0.047
361.5	0.047
362.0	0.048
362.5	0.048
363.0	0.041
363.5	0.036
364.0	0.035
364.5	0.032
365.0	0.035
365.5	0.032
366.0	0.036
366.5	0.040
367.0	0.047
367.5	0.054
368.0	0.057
368.5	0.057
369.0	0.057
369.5	0.053
370.0	0.054
370.5	0.045
371.0	0.046
371.5	0.048
372.0	0.050
372.5	0.050
373.0	0.045
373.5	0.036
374.0	0.031
374.5	0.028
375.0	0.026
375.5	0.023
376.0	0.027
376.5	0.032
377.0	0.040
377.5	0.043
378.0	0.046
378.5	0.050
379.0	0.051
379.5	0.048
380.0	0.043
380.5	0.041
381.0	0.037
381.5	0.034
382.0	0.032
382.5	0.030
383.0	0.030
383.5	0.036
384.0	0.040
384.5	0.043
385.0	0.046
385.5	0.047
386.0	0.045
386.5	0.041
387.0	0.034
387.5	0.027
388.0	0.025
388.5	0.031
389.0	0.036
389.5	0.043
390.0	0.047
390.5	0.047
391.0	0.044
391.5	0.038
392.0	0.031
392.5	0.030
393.0	0.032
393.5	0.037
394.0	0.042
394.5	0.045
395.0	0.046
395.5	0.047
396.0	0.046
396.5	0.043
397.0	0.043
397.5	0.045
398.0	0.044
398.5	0.047
399.0	0.049
399.5	0.046
400.0	0.047
400.5	0.045
401.0	0.042
401.5	0.037
402.0	0.034
402.5	0.029
403.0	0.027
403.5	0.028
404.0	0.032
404.5	0.037
405.0	0.038
405.5	0.035
406.0	0.034
406.5	0.035
407.0	0.033
407.5	0.032
408.0	0.035
408.5	0.034
409.0	0.039
409.5	0.041
410.0	0.043
410.5	0.042
411.0	0.041
411.5	0.041
412.0	0.041
412.5	0.040
413.0	0.040
413.5	0.037
414.0	0.038
414.5	0.038
415.0	0.041
415.5	0.040
416.0	0.041
416.5	0.041
417.0	0.041
417.5	0.040
418.0	0.040
418.5	0.043
419.0	0.046
419.5	0.049
420.0	0.050
420.5	0.050
421.0	0.051
421.5	0.047
422.0	0.045
422.5	0.040
423.0	0.037
423.5	0.034
424.0	0.028
424.5	0.024
425.0	0.026
425.5	0.029
426.0	0.032
426.5	0.033
427.0	0.035
427.5	0.037
428.0	0.036
428.5	0.032
429.0	0.028
429.5	0.027
430.0	0.030
430.5	0.037
431.0	0.041
431.5	0.042
432.0	0.046
432.5	0.050
433.0	0.049
433.5	0.043
434.0	0.037
434.5	0.030
435.0	0.031
435.5	0.033
436.0	0.033
436.5	0.038
437.0	0.036
437.5	0.030
438.0	0.027
438.5	0.020
439.0	0.019
439.5	0.022
440.0	0.032
440.5	0.035
441.0	0.043
441.5	0.051
442.0	0.045
442.5	0.038
443.0	0.032
443.5	0.024
444.0	0.022
444.5	0.024
445.0	0.030
445.5	0.031
446.0	0.038
446.5	0.045
447.0	0.049
447.5	0.051
448.0	0.051
448.5	0.046
449.0	0.041
449.5	0.038
450.0	0.036
450.5	0.031
451.0	0.031
451.5	0.036
452.0	0.043
452.5	0.046
453.0	0.049
453.5	0.047
454.0	0.045
454.5	0.045
455.0	0.042
455.5	0.039
456.0	0.038
456.5	0.034
457.0	0.031
457.5	0.025
458.0	0.023
458.5	0.021
459.0	0.023
459.5	0.028
460.0	0.032
460.5	0.034
461.0	0.038
461.5	0.037
462.0	0.040
462.5	0.041
463.0	0.039
463.5	0.039
464.0	0.037
464.5	0.037
465.0	0.036
465.5	0.036
466.0	0.041
466.5	0.045
467.0	0.050
467.5	0.055
468.0	0.052
468.5	0.050
469.0	0.045
469.5	0.039
470.0	0.037
470.5	0.036
471.0	0.034
471.5	0.029
472.0	0.032
472.5	0.034
473.0	0.035
473.5	0.039
474.0	0.043
474.5	0.046
475.0	0.050
475.5	0.053
476.0	0.047
476.5	0.039
477.0	0.037
477.5	0.030
478.0	0.025
478.5	0.020
479.0	0.018
479.5	0.023
480.0	0.033
480.5	0.043
481.0	0.045
481.5	0.044
482.0	0.040
482.5	0.035
483.0	0.026
483.5	0.019
484.0	0.021
484.5	0.030
485.0	0.036
485.5	0.038
486.0	0.039
486.5	0.038
487.0	0.041
487.5	0.043
488.0	0.040
488.5	0.038
489.0	0.041
489.5	0.044
490.0	0.042
490.5	0.041
491.0	0.041
491.5	0.039
492.0	0.038
492.5	0.033
493.0	0.026
493.5	0.022
494.0	0.025
494.5	0.034
495.0	0.043
495.5	0.051
496.0	0.054
496.5	0.052
497.0	0.054
497.5	0.059
498.0	0.059
498.5	0.059
499.0	0.059
499.5	0.060
500.0	0.061
500.5	0.056
501.0	0.047
501.5	0.040
502.0	0.040
502.5	0.047
503.0	0.051
503.5	0.054
504.0	0.053
504.5	0.052
505.0	0.056
505.5	0.053
506.0	0.050
506.5	0.045
507.0	0.044
507.5	0.046
508.0	0.042
508.5	0.035
509.0	0.028
509.5	0.024
510.0	0.020
510.5	0.018
511.0	0.018
511.5	0.019
512.0	0.025
512.5	0.028
513.0	0.028
513.5	0.031
514.0	0.040
514.5	0.045
515.0	0.049
515.5	0.054
516.0	0.053
516.5	0.050
517.0	0.040
517.5	0.034
518.0	0.027
518.5	0.025
519.0	0.031
519.5	0.036
520.0	0.041
520.5	0.044
521.0	0.045
521.5	0.044
522.0	0.036
522.5	0.028
523.0	0.022
523.5	0.019
524.0	0.017
524.5	0.013
525.0	0.015
525.5	0.021
526.0	0.028
526.5	0.032
527.0	0.032
527.5	0.030
528.0	0.033
528.5	0.033
529.0	0.032
529.5	0.029
530.0	0.036
530.5	0.042
531.0	0.040
531.5	0.038
532.0	0.038
532.5	0.040
533.0	0.038
533.5	0.033
534.0	0.031
534.5	0.030
535.0	0.030
535.5	0.027
536.0	0.024
536.5	0.025
537.0	0.025
537.5	0.026
538.0	0.025
538.5	0.025
539.0	0.034
539.5	0.042
540.0	0.047
540.5	0.048
541.0	0.040
541.5	0.031
542.0	0.018
542.5	0.008
543.0	0.006
543.5	0.008
544.0	0.020
544.5	0.030
545.0	0.040
545.5	0.049
546.0	0.051
546.5	0.051
547.0	0.050
547.5	0.047
548.0	0.044
548.5	0.043
549.0	0.036
549.5	0.032
550.0	0.027
550.5	0.027
551.0	0.030
551.5	0.032
552.0	0.036
552.5	0.040
553.0	0.043
553.5	0.045
554.0	0.043
554.5	0.045
555.0	0.048
555.5	0.050
556.0	0.051
556.5	0.048
557.0	0.045
557.5	0.044
558.0	0.042
558.5	0.038
559.0	0.034
559.5	0.034
560.0	0.036
560.5	0.032
561.0	0.025
561.5	0.023
562.0	0.026
562.5	0.030
563.0	0.034
563.5	0.035
564.0	0.038
564.5	0.041
565.0	0.042
565.5	0.034
566.0	0.024
566.5	0.019
567.0	0.020
567.5	0.024
568.0	0.030
568.5	0.034
569.0	0.046
569.5	0.049
570.0	0.050
570.5	0.048
571.0	0.039
571.5	0.034
572.0	0.033
572.5	0.032
573.0	0.031
573.5	0.025
574.0	0.024
574.5	0.023
575.0	0.022
575.5	0.020
576.0	0.022
576.5	0.029
577.0	0.038
577.5	0.044
578.0	0.050
578.5	0.050
579.0	0.049
579.5	0.048
580.0	0.038
580.5	0.028
581.0	0.030
581.5	0.033
582.0	0.039
582.5	0.048
583.0	0.054
583.5	0.055
584.0	0.049
584.5	0.048
585.0	0.045
585.5	0.043
586.0	0.041
586.5	0.034
587.0	0.029
587.5	0.024
588.0	0.018
588.5	0.006
589.0	0.003
589.5	0.014
590.0	0.030
590.5	0.041
591.0	0.044
591.5	0.044
592.0	0.044
592.5	0.039
593.0	0.033
593.5	0.022
594.0	0.018
594.5	0.024
595.0	0.037
595.5	0.044
596.0	0.045
596.5	0.051
597.0	0.057
597.5	0.058
598.0	0.059
598.5	0.050
599.0	0.042
599.5	0.037
600.0	0.027
600.5	0.015
601.0	0.008
601.5	0.009
602.0	0.007
602.5	0.012
603.0	0.016
603.5	0.017
604.0	0.021
604.5	0.017
605.0	0.009
605.5	0.004
606.0	0.005
606.5	0.006
607.0	0.008
607.5	0.010
608.0	0.014
608.5	0.020
609.0	0.027
609.5	0.030
610.0	0.034
610.5	0.037
611.0	0.039
611.5	0.036
612.0	0.034
612.5	0.028
613.0	0.025
613.5	0.024
614.0	0.026
614.5	0.025
615.0	0.024
615.5	0.023
616.0	0.028
616.5	0.031
617.0	0.025
617.5	0.018
618.0	0.011
618.5	0.009
619.0	0.003
619.5	-0.006
620.0	-0.007
620.5	-0.004
621.0	0.009
621.5	0.016
622.0	0.020
622.5	0.028
623.0	0.029
623.5	0.033
624.0	0.034
624.5	0.035
625.0	0.037
625.5	0.041
626.0	0.042
626.5	0.041
627.0	0.042
627.5	0.030
628.0	0.019
628.5	0.017
629.0	0.016
629.5	0.023
630.0	0.020
630.5	0.024
631.0	0.025
631.5	0.027
632.0	0.024
632.5	0.017
633.0	0.011
633.5	0.010
634.0	0.018
634.5	0.028
635.0	0.028
635.5	0.029
636.0	0.028
636.5	0.034
637.0	0.037
637.5	0.038
638.0	0.029
638.5	0.026
639.0	0.032
639.5	0.031
640.0	0.027
640.5	0.022
641.0	0.023
641.5	0.029
642.0	0.033
642.5	0.038
643.0	0.033
643.5	0.033
644.0	0.038
644.5	0.041
645.0	0.045
645.5	0.047
646.0	0.049
646.5	0.040
647.0	0.033
647.5	0.031
648.0	0.024
648.5	0.025
649.0	0.032
649.5	0.038
650.0	0.039
650.5	0.032
651.0	0.023
651.5	0.018
652.0	0.017
652.5	0.025
653.0	0.033
653.5	0.039
654.0	0.038
654.5	0.032
655.0	0.017
655.5	0.005
656.0	-0.002
656.5	-0.001
657.0	0.004
657.5	0.012
658.0	0.021
658.5	0.023
659.0	0.017
659.5	0.023
660.0	0.027
660.5	0.038
661.0	0.040
661.5	0.033
662.0	0.029
662.5	0.021
663.0	0.010
663.5	-0.006
664.0	-0.010
664.5	-0.004
665.0	0.002
665.5	0.008
666.0	0.011
666.5	0.016
667.0	0.023
667.5	0.024
668.0	0.023
668.5	0.024
669.0	0.030
669.5	0.034
670.0	0.041
670.5	0.041
671.0	0.044
671.5	0.051
672.0	0.057
672.5	0.056
673.0	0.048
673.5	0.044
674.0	0.038
674.5	0.038
675.0	0.039
675.5	0.024
676.0	0.014
676.5	0.011
677.0	0.011
677.5	0.018
678.0	0.025
678.5	0.043
679.0	0.060
679.5	0.078
680.0	0.088
680.5	0.077
681.0	0.063
681.5	0.048
682.0	0.035
682.5	0.028
683.0	0.017
683.5	0.015
684.0	0.006
684.5	0.006
685.0	0.004
685.5	-0.001
686.0	-0.003
686.5	0.008
687.0	0.015
687.5	0.019
688.0	0.028
688.5	0.041
689.0	0.043
689.5	0.048
690.0	0.054
690.5	0.060
691.0	0.063
691.5	0.066
692.0	0.050
692.5	0.030
693.0	0.023
693.5	0.019
694.0	0.008
694.5	0.001
695.0	0.006
695.5	0.010
696.0	0.013
696.5	0.009
697.0	-0.003
697.5	-0.011
698.0	-0.008
698.5	0.005
699.0	0.015
699.5	0.024
700.0	0.037
700.5	0.042
701.0	0.039
701.5	0.034
702.0	0.035
702.5	0.034
703.0	0.037
703.5	0.039
704.0	0.039
704.5	0.042
705.0	0.041
705.5	0.036
706.0	0.033
706.5	0.036
707.0	0.048
707.5	0.049
708.0	0.058
708.5	0.052
709.0	0.045
709.5	0.037
710.0	0.024
710.5	0.017
711.0	0.016
711.5	0.019
712.0	0.030
712.5	0.034
713.0	0.046
713.5	0.053
714.0	0.049
714.5	0.049
715.0	0.043
715.5	0.040
716.0	0.034
716.5	0.023
717.0	0.013
717.5	0.000
718.0	-0.004
718.5	0.004
719.0	0.013
719.5	0.032
720.0	0.045
720.5	0.052
721.0	0.054
721.5	0.042
722.0	0.027
722.5	0.018
723.0	0.015
723.5	0.021
724.0	0.027
724.5	0.036
725.0	0.042
725.5	0.047
726.0	0.044
726.5	0.042
727.0	0.041
727.5	0.041
728.0	0.031
728.5	0.023
729.0	0.018
729.5	0.018
730.0	0.018
730.5	0.030
731.0	0.036
731.5	0.051
732.0	0.053
732.5	0.041
733.0	0.026
733.5	0.013
734.0	0.003
734.5	-0.003
735.0	-0.004
735.5	0.004
736.0	0.017
736.5	0.018
737.0	0.014
737.5	0.010
738.0	0.005
738.5	0.001
739.0	-0.007
739.5	-0.011
740.0	-0.006
740.5	0.006
741.0	0.018
741.5	0.019
742.0	0.025
742.5	0.033
743.0	0.037
743.5	0.045
744.0	0.046
744.5	0.043
745.0	0.040
745.5	0.040
746.0	0.044
746.5	0.049
747.0	0.045
747.5	0.047
748.0	0.049
748.5	0.057
749.0	0.058
749.5	0.037
750.0	0.012
750.5	0.003
751.0	0.006
751.5	0.007
752.0	0.001
752.5	0.007
753.0	0.015
753.5	0.028
754.0	0.041
754.5	0.036
755.0	0.031
755.5	0.034
756.0	0.036
756.5	0.030
757.0	0.027
757.5	0.028
758.0	0.025
758.5	0.021
759.0	0.022
759.5	0.010
760.0	0.006
760.5	-0.003
761.0	-0.006
761.5	-0.012
762.0	-0.005
762.5	-0.001
763.0	0.006
763.5	0.011
764.0	0.013
764.5	0.009
765.0	0.004
765.5	-0.002
766.0	-0.002
766.5	-0.010
767.0	-0.012
767.5	-0.015
768.0	-0.006
768.5	0.007
769.0	0.025
769.5	0.040
770.0	0.050
770.5	0.059
771.0	0.059
771.5	0.044
772.0	0.035
772.5	0.026
773.0	0.020
773.5	0.017
774.0	0.027
774.5	0.034
775.0	0.041
775.5	0.038
776.0	0.033
776.5	0.029
777.0	0.034
777.5	0.041
778.0	0.037
778.5	0.040
779.0	0.045
779.5	0.047
780.0	0.038
780.5	0.028
781.0	0.027
781.5	0.021
782.0	0.014
782.5	0.016
783.0	0.005
783.5	0.003
784.0	0.007
784.5	0.014
785.0	0.013
785.5	0.015
786.0	0.019
786.5	0.021
787.0	0.018
787.5	0.026
788.0	0.023
788.5	0.026
789.0	0.039
789.5	0.051
790.0	0.055
790.5	0.052
791.0	0.045
791.5	0.047
792.0	0.028
792.5	0.004
793.0	-0.014
793.5	-0.019
794.0	-0.020
794.5	-0.014
795.0	-0.008
795.5	0.000
796.0	0.015
796.5	0.037
797.0	0.036
797.5	0.037
798.0	0.051
798.5	0.058
799.0	0.055
799.5	0.055
800.0	0.050
800.5	0.038
801.0	0.028
801.5	0.021
802.0	0.014
802.5	0.013
803.0	0.014
803.5	0.012
804.0	0.011
804.5	0.013
805.0	0.013
805.5	0.016
806.0	0.018
806.5	0.024
807.0	0.040
807.5	0.051
808.0	0.053
808.5	0.040
809.0	0.020
809.5	0.007
810.0	0.000
810.5	0.003
811.0	0.001
811.5	0.009
812.0	0.028
812.5	0.044
813.0	0.047
813.5	0.033
814.0	0.019
814.5	0.009
815.0	0.015
815.5	0.019
816.0	0.017
816.5	0.023
817.0	0.034
817.5	0.030
818.0	0.030
818.5	0.014
819.0	-0.003
819.5	-0.009
820.0	0.006
820.5	0.004
821.0	0.016
821.5	0.038
822.0	0.051
822.5	0.054
823.0	0.061
823.5	0.057
824.0	0.050
824.5	0.037
825.0	0.025
825.5	0.013
826.0	0.020
826.5	0.029
827.0	0.038
827.5	0.050
828.0	0.060
828.5	0.064
829.0	0.054
829.5	0.027
830.0	0.002
830.5	-0.012
831.0	-0.022
831.5	-0.022
832.0	-0.018
832.5	-0.010
833.0	0.003
833.5	0.015
834.0	0.011
834.5	0.008
835.0	0.011
835.5	0.012
836.0	0.004
836.5	-0.002
837.0	-0.012
837.5	-0.015
838.0	-0.013
838.5	-0.022
839.0	-0.026
839.5	-0.017
840.0	-0.014
840.5	-0.014
841.0	-0.014
841.5	-0.011
842.0	-0.016
842.5	-0.004
843.0	0.001
843.5	0.015
844.0	0.040
844.5	0.064
845.0	0.074
845.5	0.087
846.0	0.087
846.5	0.076
847.0	0.056
847.5	0.045
848.0	0.028
848.5	0.030
849.0	0.047
849.5	0.068
850.0	0.060


Sample 6
5/4/2022 1:27 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17333	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.30000	
//WLCalib: 484S 	0.09000	
//WLCalib: 529S 	0.09000	
//WLCalib: 823S 	-0.38000	
//QSpecEnd: 
190.0	-0.070
190.5	-0.197
191.0	-0.444
191.5	-0.639
192.0	-0.622
192.5	-0.684
193.0	-0.698
193.5	-0.513
194.0	0.175
194.5	0.959
195.0	1.757
195.5	2.364
196.0	2.737
196.5	3.203
197.0	3.507
197.5	3.507
198.0	3.590
198.5	3.659
199.0	3.650
199.5	3.560
200.0	3.472
200.5	3.370
201.0	3.293
201.5	3.143
202.0	2.984
202.5	2.835
203.0	2.702
203.5	2.536
204.0	2.364
204.5	2.203
205.0	2.036
205.5	1.890
206.0	1.746
206.5	1.606
207.0	1.467
207.5	1.339
208.0	1.227
208.5	1.115
209.0	1.026
209.5	0.952
210.0	0.881
210.5	0.831
211.0	0.793
211.5	0.764
212.0	0.735
212.5	0.712
213.0	0.690
213.5	0.669
214.0	0.665
214.5	0.650
215.0	0.644
215.5	0.635
216.0	0.633
216.5	0.639
217.0	0.652
217.5	0.646
218.0	0.640
218.5	0.637
219.0	0.634
219.5	0.627
220.0	0.628
220.5	0.615
221.0	0.613
221.5	0.608
222.0	0.603
222.5	0.586
223.0	0.578
223.5	0.566
224.0	0.557
224.5	0.548
225.0	0.537
225.5	0.520
226.0	0.508
226.5	0.488
227.0	0.469
227.5	0.455
228.0	0.441
228.5	0.423
229.0	0.414
229.5	0.404
230.0	0.393
230.5	0.384
231.0	0.370
231.5	0.352
232.0	0.334
232.5	0.320
233.0	0.301
233.5	0.280
234.0	0.262
234.5	0.247
235.0	0.229
235.5	0.214
236.0	0.198
236.5	0.183
237.0	0.171
237.5	0.161
238.0	0.145
238.5	0.131
239.0	0.120
239.5	0.112
240.0	0.103
240.5	0.100
241.0	0.094
241.5	0.091
242.0	0.087
242.5	0.087
243.0	0.081
243.5	0.076
244.0	0.072
244.5	0.065
245.0	0.060
245.5	0.057
246.0	0.051
246.5	0.050
247.0	0.051
247.5	0.055
248.0	0.052
248.5	0.054
249.0	0.056
249.5	0.056
250.0	0.054
250.5	0.056
251.0	0.054
251.5	0.057
252.0	0.058
252.5	0.059
253.0	0.055
253.5	0.056
254.0	0.056
254.5	0.053
255.0	0.053
255.5	0.060
256.0	0.069
256.5	0.074
257.0	0.078
257.5	0.082
258.0	0.084
258.5	0.086
259.0	0.089
259.5	0.089
260.0	0.098
260.5	0.106
261.0	0.109
261.5	0.110
262.0	0.112
262.5	0.108
263.0	0.109
263.5	0.109
264.0	0.110
264.5	0.115
265.0	0.122
265.5	0.133
266.0	0.146
266.5	0.156
267.0	0.161
267.5	0.168
268.0	0.178
268.5	0.180
269.0	0.181
269.5	0.180
270.0	0.182
270.5	0.190
271.0	0.195
271.5	0.198
272.0	0.206
272.5	0.215
273.0	0.229
273.5	0.236
274.0	0.245
274.5	0.249
275.0	0.254
275.5	0.255
276.0	0.253
276.5	0.253
277.0	0.253
277.5	0.255
278.0	0.259
278.5	0.258
279.0	0.266
279.5	0.271
280.0	0.274
280.5	0.276
281.0	0.274
281.5	0.276
282.0	0.277
282.5	0.272
283.0	0.264
283.5	0.257
284.0	0.255
284.5	0.253
285.0	0.248
285.5	0.241
286.0	0.235
286.5	0.230
287.0	0.222
287.5	0.210
288.0	0.202
288.5	0.189
289.0	0.175
289.5	0.160
290.0	0.146
290.5	0.132
291.0	0.117
291.5	0.106
292.0	0.095
292.5	0.084
293.0	0.076
293.5	0.067
294.0	0.064
294.5	0.057
295.0	0.053
295.5	0.051
296.0	0.047
296.5	0.048
297.0	0.043
297.5	0.041
298.0	0.040
298.5	0.036
299.0	0.035
299.5	0.030
300.0	0.027
300.5	0.030
301.0	0.030
301.5	0.031
302.0	0.034
302.5	0.034
303.0	0.032
303.5	0.030
304.0	0.032
304.5	0.027
305.0	0.021
305.5	0.026
306.0	0.028
306.5	0.027
307.0	0.028
307.5	0.023
308.0	0.022
308.5	0.025
309.0	0.023
309.5	0.016
310.0	0.017
310.5	0.021
311.0	0.022
311.5	0.025
312.0	0.026
312.5	0.023
313.0	0.020
313.5	0.020
314.0	0.017
314.5	0.012
315.0	0.012
315.5	0.009
316.0	0.007
316.5	0.016
317.0	0.020
317.5	0.021
318.0	0.023
318.5	0.028
319.0	0.026
319.5	0.022
320.0	0.020
320.5	0.010
321.0	0.009
321.5	0.014
322.0	0.014
322.5	0.012
323.0	0.018
323.5	0.022
324.0	0.028
324.5	0.026
325.0	0.026
325.5	0.028
326.0	0.029
326.5	0.033
327.0	0.032
327.5	0.030
328.0	0.029
328.5	0.027
329.0	0.027
329.5	0.018
330.0	0.013
330.5	0.016
331.0	0.019
331.5	0.022
332.0	0.020
332.5	0.020
333.0	0.018
333.5	0.018
334.0	0.015
334.5	0.013
335.0	0.014
335.5	0.019
336.0	0.022
336.5	0.024
337.0	0.028
337.5	0.028
338.0	0.027
338.5	0.022
339.0	0.020
339.5	0.023
340.0	0.025
340.5	0.023
341.0	0.023
341.5	0.023
342.0	0.027
342.5	0.026
343.0	0.027
343.5	0.024
344.0	0.027
344.5	0.029
345.0	0.032
345.5	0.032
346.0	0.030
346.5	0.027
347.0	0.028
347.5	0.029
348.0	0.030
348.5	0.033
349.0	0.034
349.5	0.029
350.0	0.025
350.5	0.023
351.0	0.019
351.5	0.019
352.0	0.019
352.5	0.022
353.0	0.023
353.5	0.025
354.0	0.022
354.5	0.015
355.0	0.012
355.5	0.011
356.0	0.012
356.5	0.014
357.0	0.016
357.5	0.014
358.0	0.011
358.5	0.009
359.0	0.006
359.5	0.005
360.0	0.012
360.5	0.019
361.0	0.029
361.5	0.031
362.0	0.032
362.5	0.033
363.0	0.030
363.5	0.023
364.0	0.013
364.5	0.009
365.0	0.012
365.5	0.014
366.0	0.019
366.5	0.026
367.0	0.034
367.5	0.039
368.0	0.041
368.5	0.036
369.0	0.036
369.5	0.031
370.0	0.030
370.5	0.024
371.0	0.023
371.5	0.025
372.0	0.021
372.5	0.014
373.0	0.011
373.5	0.009
374.0	0.013
374.5	0.013
375.0	0.018
375.5	0.017
376.0	0.022
376.5	0.027
377.0	0.028
377.5	0.026
378.0	0.027
378.5	0.031
379.0	0.031
379.5	0.028
380.0	0.027
380.5	0.026
381.0	0.024
381.5	0.023
382.0	0.021
382.5	0.016
383.0	0.016
383.5	0.017
384.0	0.019
384.5	0.021
385.0	0.027
385.5	0.028
386.0	0.029
386.5	0.025
387.0	0.017
387.5	0.009
388.0	0.005
388.5	0.003
389.0	0.005
389.5	0.011
390.0	0.018
390.5	0.023
391.0	0.025
391.5	0.021
392.0	0.015
392.5	0.014
393.0	0.016
393.5	0.017
394.0	0.021
394.5	0.022
395.0	0.024
395.5	0.024
396.0	0.020
396.5	0.017
397.0	0.018
397.5	0.023
398.0	0.026
398.5	0.032
399.0	0.038
399.5	0.041
400.0	0.040
400.5	0.036
401.0	0.030
401.5	0.026
402.0	0.019
402.5	0.013
403.0	0.014
403.5	0.015
404.0	0.021
404.5	0.030
405.0	0.029
405.5	0.026
406.0	0.022
406.5	0.016
407.0	0.009
407.5	0.007
408.0	0.010
408.5	0.010
409.0	0.015
409.5	0.023
410.0	0.026
410.5	0.028
411.0	0.024
411.5	0.020
412.0	0.019
412.5	0.018
413.0	0.018
413.5	0.016
414.0	0.016
414.5	0.021
415.0	0.025
415.5	0.025
416.0	0.025
416.5	0.023
417.0	0.024
417.5	0.025
418.0	0.026
418.5	0.029
419.0	0.034
419.5	0.038
420.0	0.038
420.5	0.039
421.0	0.040
421.5	0.035
422.0	0.034
422.5	0.029
423.0	0.026
423.5	0.022
424.0	0.017
424.5	0.010
425.0	0.008
425.5	0.010
426.0	0.013
426.5	0.012
427.0	0.016
427.5	0.020
428.0	0.021
428.5	0.017
429.0	0.018
429.5	0.020
430.0	0.025
430.5	0.031
431.0	0.035
431.5	0.034
432.0	0.034
432.5	0.034
433.0	0.029
433.5	0.022
434.0	0.023
434.5	0.021
435.0	0.019
435.5	0.020
436.0	0.021
436.5	0.022
437.0	0.018
437.5	0.012
438.0	0.006
438.5	0.001
439.0	0.005
439.5	0.007
440.0	0.014
440.5	0.019
441.0	0.027
441.5	0.032
442.0	0.027
442.5	0.022
443.0	0.015
443.5	0.011
444.0	0.011
444.5	0.013
445.0	0.020
445.5	0.023
446.0	0.032
446.5	0.036
447.0	0.039
447.5	0.039
448.0	0.040
448.5	0.033
449.0	0.026
449.5	0.022
450.0	0.020
450.5	0.017
451.0	0.018
451.5	0.024
452.0	0.031
452.5	0.035
453.0	0.040
453.5	0.035
454.0	0.031
454.5	0.027
455.0	0.024
455.5	0.024
456.0	0.022
456.5	0.022
457.0	0.021
457.5	0.021
458.0	0.019
458.5	0.019
459.0	0.020
459.5	0.023
460.0	0.026
460.5	0.026
461.0	0.026
461.5	0.025
462.0	0.024
462.5	0.024
463.0	0.021
463.5	0.023
464.0	0.022
464.5	0.023
465.0	0.023
465.5	0.025
466.0	0.029
466.5	0.032
467.0	0.035
467.5	0.039
468.0	0.039
468.5	0.038
469.0	0.033
469.5	0.029
470.0	0.028
470.5	0.028
471.0	0.023
471.5	0.016
472.0	0.016
472.5	0.017
473.0	0.018
473.5	0.018
