Sample 1
5/6/2022 12:26 PM
Wavelength (nm)	10mm Absorbance
723.5	-0.087
724.0	-0.070
724.5	-0.057
725.0	-0.041
725.5	-0.030
726.0	-0.029
726.5	-0.040
727.0	-0.047
727.5	-0.055
728.0	-0.064
728.5	-0.062
729.0	-0.060
729.5	-0.052
730.0	-0.043
730.5	-0.037
731.0	-0.032
731.5	-0.028
732.0	-0.026
732.5	-0.029
733.0	-0.042
733.5	-0.050
734.0	-0.058
734.5	-0.059
735.0	-0.055
735.5	-0.046
736.0	-0.040
736.5	-0.038
737.0	-0.046
737.5	-0.056
738.0	-0.066
738.5	-0.074
739.0	-0.083
739.5	-0.089
740.0	-0.091
740.5	-0.097
741.0	-0.104
741.5	-0.109
742.0	-0.116
742.5	-0.109
743.0	-0.094
743.5	-0.082
744.0	-0.075
744.5	-0.073
745.0	-0.069
745.5	-0.077
746.0	-0.082
746.5	-0.088
747.0	-0.090
747.5	-0.081
748.0	-0.073
748.5	-0.063
749.0	-0.061
749.5	-0.073
750.0	-0.096
750.5	-0.112
751.0	-0.120
751.5	-0.134
752.0	-0.132
752.5	-0.121
753.0	-0.105
753.5	-0.082
754.0	-0.054
754.5	-0.050
755.0	-0.057
755.5	-0.056
756.0	-0.053
756.5	-0.060
757.0	-0.060
757.5	-0.060
758.0	-0.065
758.5	-0.070
759.0	-0.068
759.5	-0.072
760.0	-0.086
760.5	-0.101
761.0	-0.105
761.5	-0.114
762.0	-0.115
762.5	-0.108
763.0	-0.100
763.5	-0.083
764.0	-0.066
764.5	-0.050
765.0	-0.042
765.5	-0.038
766.0	-0.036
766.5	-0.041
767.0	-0.051
767.5	-0.050
768.0	-0.052
768.5	-0.060
769.0	-0.067
769.5	-0.065
770.0	-0.059
770.5	-0.057
771.0	-0.057
771.5	-0.061
772.0	-0.069
772.5	-0.074
773.0	-0.086
773.5	-0.093
774.0	-0.085
774.5	-0.081
775.0	-0.080
775.5	-0.080
776.0	-0.087
776.5	-0.098
777.0	-0.103
777.5	-0.113
778.0	-0.123
778.5	-0.113
779.0	-0.108
779.5	-0.110
780.0	-0.103
780.5	-0.084
781.0	-0.079
781.5	-0.084
782.0	-0.090
782.5	-0.099
783.0	-0.106
783.5	-0.105
784.0	-0.099
784.5	-0.091
785.0	-0.073
785.5	-0.048
786.0	-0.036
786.5	-0.028
787.0	-0.021
787.5	-0.021
788.0	-0.022
788.5	-0.019
789.0	-0.022
789.5	-0.028
790.0	-0.033
790.5	-0.042
791.0	-0.060
791.5	-0.071
792.0	-0.083
792.5	-0.100
793.0	-0.104
793.5	-0.097
794.0	-0.096
794.5	-0.085
795.0	-0.087
795.5	-0.089
796.0	-0.087
796.5	-0.077
797.0	-0.071
797.5	-0.066
798.0	-0.056
798.5	-0.043
799.0	-0.038
799.5	-0.047
800.0	-0.069
800.5	-0.079
801.0	-0.085
801.5	-0.092
802.0	-0.104
802.5	-0.112
803.0	-0.112
803.5	-0.105
804.0	-0.099
804.5	-0.100
805.0	-0.086
805.5	-0.066
806.0	-0.046
806.5	-0.025
807.0	-0.015
807.5	-0.006
808.0	-0.010
808.5	-0.037
809.0	-0.060
809.5	-0.080
810.0	-0.090
810.5	-0.096
811.0	-0.082
811.5	-0.062
812.0	-0.046
812.5	-0.030
813.0	-0.026
813.5	-0.032
814.0	-0.047
814.5	-0.065
815.0	-0.080
815.5	-0.082
816.0	-0.082
816.5	-0.077
817.0	-0.061
817.5	-0.054
818.0	-0.047
818.5	-0.051
819.0	-0.064
819.5	-0.070
820.0	-0.063
820.5	-0.050
821.0	-0.036
821.5	-0.004
822.0	0.020
822.5	0.030
823.0	0.034
823.5	0.030
824.0	0.014
824.5	-0.015
825.0	-0.039
825.5	-0.053
826.0	-0.051
826.5	-0.034
827.0	-0.016
827.5	0.004
828.0	0.022
828.5	0.022
829.0	-0.004
829.5	-0.046
830.0	-0.089
830.5	-0.118
831.0	-0.141
831.5	-0.143
832.0	-0.136
832.5	-0.118
833.0	-0.089
833.5	-0.067
834.0	-0.058
834.5	-0.053
835.0	-0.054
835.5	-0.069
836.0	-0.090
836.5	-0.107
837.0	-0.135
837.5	-0.152
838.0	-0.162
838.5	-0.163
839.0	-0.160
839.5	-0.148
840.0	-0.126
840.5	-0.112
841.0	-0.085
841.5	-0.067
842.0	-0.061
842.5	-0.057
843.0	-0.052
843.5	-0.044
844.0	-0.046
844.5	-0.051
845.0	-0.050
845.5	-0.054
846.0	-0.049
846.5	-0.061
847.0	-0.082
847.5	-0.086
848.0	-0.078
848.5	-0.051
849.0	-0.029
849.5	-0.015
850.0	-0.016


Sample 7
5/6/2022 12:30 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17333	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.30000	
//WLCalib: 484S 	0.09000	
//WLCalib: 529S 	0.09000	
//WLCalib: 823S 	-0.38000	
//QSpecEnd: 
190.0	1.862
190.5	2.586
191.0	3.490
191.5	4.467
192.0	5.948
192.5	7.484
193.0	8.616
193.5	9.498
194.0	9.961
194.5	10.075
195.0	9.540
195.5	8.592
196.0	7.281
196.5	6.015
197.0	4.998
197.5	4.148
198.0	3.366
198.5	2.923
199.0	2.610
199.5	2.327
200.0	2.100
200.5	1.877
201.0	1.735
201.5	1.589
202.0	1.461
202.5	1.325
203.0	1.216
203.5	1.134
204.0	1.050
204.5	0.980
205.0	0.915
205.5	0.851
206.0	0.799
206.5	0.742
207.0	0.673
207.5	0.617
208.0	0.578
208.5	0.539
209.0	0.507
209.5	0.480
210.0	0.451
210.5	0.425
211.0	0.401
211.5	0.376
212.0	0.349
212.5	0.335
213.0	0.326
213.5	0.317
214.0	0.317
214.5	0.309
215.0	0.312
215.5	0.316
216.0	0.307
216.5	0.307
217.0	0.305
217.5	0.298
218.0	0.290
218.5	0.285
219.0	0.281
219.5	0.280
220.0	0.283
220.5	0.276
221.0	0.270
221.5	0.269
222.0	0.258
222.5	0.248
223.0	0.239
223.5	0.230
224.0	0.218
224.5	0.213
225.0	0.205
225.5	0.203
226.0	0.199
226.5	0.198
227.0	0.199
227.5	0.204
228.0	0.200
228.5	0.196
229.0	0.192
229.5	0.189
230.0	0.182
230.5	0.174
231.0	0.165
231.5	0.155
232.0	0.144
232.5	0.132
233.0	0.118
233.5	0.106
234.0	0.096
234.5	0.091
235.0	0.087
235.5	0.083
236.0	0.078
236.5	0.070
237.0	0.064
237.5	0.062
238.0	0.052
238.5	0.044
239.0	0.036
239.5	0.031
240.0	0.026
240.5	0.023
241.0	0.019
241.5	0.018
242.0	0.019
242.5	0.027
243.0	0.029
243.5	0.027
244.0	0.019
244.5	0.011
245.0	0.006
245.5	0.004
246.0	0.001
246.5	0.005
247.0	0.012
247.5	0.023
248.0	0.030
248.5	0.029
249.0	0.020
249.5	0.007
250.0	-0.003
250.5	-0.010
251.0	-0.011
251.5	-0.010
252.0	-0.003
252.5	0.003
253.0	0.006
253.5	0.000
254.0	-0.012
254.5	-0.024
255.0	-0.031
255.5	-0.031
256.0	-0.026
256.5	-0.021
257.0	-0.010
257.5	-0.005
258.0	0.001
258.5	0.008
259.0	0.014
259.5	0.021
260.0	0.026
260.5	0.025
261.0	0.025
261.5	0.022
262.0	0.021
262.5	0.015
263.0	0.015
263.5	0.017
264.0	0.019
264.5	0.020
265.0	0.017
265.5	0.018
266.0	0.023
266.5	0.027
267.0	0.034
267.5	0.038
268.0	0.045
268.5	0.045
269.0	0.044
269.5	0.040
270.0	0.046
270.5	0.054
271.0	0.061
271.5	0.067
272.0	0.076
272.5	0.082
273.0	0.084
273.5	0.077
274.0	0.074
274.5	0.071
275.0	0.077
275.5	0.076
276.0	0.077
276.5	0.079
277.0	0.088
277.5	0.093
278.0	0.091
278.5	0.092
279.0	0.095
279.5	0.094
280.0	0.095
280.5	0.095
281.0	0.101
281.5	0.108
282.0	0.111
282.5	0.109
283.0	0.108
283.5	0.108
284.0	0.105
284.5	0.099
285.0	0.093
285.5	0.091
286.0	0.091
286.5	0.085
287.0	0.080
287.5	0.074
288.0	0.068
288.5	0.058
289.0	0.054
289.5	0.050
290.0	0.050
290.5	0.051
291.0	0.050
291.5	0.046
292.0	0.043
292.5	0.040
293.0	0.035
293.5	0.035
294.0	0.035
294.5	0.034
295.0	0.037
295.5	0.035
296.0	0.035
296.5	0.035
297.0	0.034
297.5	0.037
298.0	0.033
298.5	0.030
299.0	0.018
299.5	0.008
300.0	-0.002
300.5	-0.008
301.0	-0.003
301.5	0.000
302.0	0.003
302.5	0.004
303.0	0.005
303.5	0.008
304.0	0.002
304.5	-0.005
305.0	-0.011
305.5	-0.016
306.0	-0.018
306.5	-0.021
307.0	-0.025
307.5	-0.028
308.0	-0.023
308.5	-0.019
309.0	-0.025
309.5	-0.025
310.0	-0.027
310.5	-0.028
311.0	-0.026
311.5	-0.024
312.0	-0.022
312.5	-0.022
313.0	-0.021
313.5	-0.022
314.0	-0.027
314.5	-0.031
315.0	-0.035
315.5	-0.037
316.0	-0.035
316.5	-0.033
317.0	-0.035
317.5	-0.037
318.0	-0.037
318.5	-0.041
319.0	-0.042
319.5	-0.043
320.0	-0.044
320.5	-0.042
321.0	-0.044
321.5	-0.039
322.0	-0.038
322.5	-0.033
323.0	-0.029
323.5	-0.029
324.0	-0.028
324.5	-0.030
325.0	-0.029
325.5	-0.026
326.0	-0.025
326.5	-0.021
327.0	-0.027
327.5	-0.026
328.0	-0.028
328.5	-0.032
329.0	-0.039
329.5	-0.042
330.0	-0.040
330.5	-0.039
331.0	-0.037
331.5	-0.037
332.0	-0.036
332.5	-0.032
333.0	-0.034
333.5	-0.038
334.0	-0.039
334.5	-0.041
335.0	-0.044
335.5	-0.046
336.0	-0.045
336.5	-0.042
337.0	-0.040
337.5	-0.038
338.0	-0.038
338.5	-0.040
339.0	-0.041
339.5	-0.046
340.0	-0.048
340.5	-0.051
341.0	-0.054
341.5	-0.054
342.0	-0.056
342.5	-0.050
343.0	-0.044
343.5	-0.037
344.0	-0.035
344.5	-0.031
345.0	-0.027
345.5	-0.024
346.0	-0.026
346.5	-0.024
347.0	-0.028
347.5	-0.031
348.0	-0.033
348.5	-0.033
349.0	-0.037
349.5	-0.040
350.0	-0.043
350.5	-0.047
351.0	-0.050
351.5	-0.049
352.0	-0.051
352.5	-0.050
353.0	-0.047
353.5	-0.045
354.0	-0.042
354.5	-0.042
355.0	-0.040
355.5	-0.041
356.0	-0.039
356.5	-0.036
357.0	-0.035
357.5	-0.035
358.0	-0.034
358.5	-0.036
359.0	-0.032
359.5	-0.031
360.0	-0.027
360.5	-0.018
361.0	-0.011
361.5	-0.004
362.0	-0.001
362.5	0.001
363.0	-0.001
363.5	-0.012
364.0	-0.026
364.5	-0.039
365.0	-0.046
365.5	-0.048
366.0	-0.050
366.5	-0.045
367.0	-0.039
367.5	-0.031
368.0	-0.033
368.5	-0.032
369.0	-0.033
369.5	-0.034
370.0	-0.033
370.5	-0.038
371.0	-0.039
371.5	-0.044
372.0	-0.046
372.5	-0.054
373.0	-0.059
373.5	-0.056
374.0	-0.052
374.5	-0.052
375.0	-0.046
375.5	-0.042
376.0	-0.038
376.5	-0.033
377.0	-0.025
377.5	-0.026
378.0	-0.024
378.5	-0.024
379.0	-0.023
379.5	-0.029
380.0	-0.035
380.5	-0.041
381.0	-0.050
381.5	-0.053
382.0	-0.054
382.5	-0.057
383.0	-0.052
383.5	-0.045
384.0	-0.039
384.5	-0.035
385.0	-0.033
385.5	-0.029
386.0	-0.031
386.5	-0.032
387.0	-0.032
387.5	-0.036
388.0	-0.036
388.5	-0.037
389.0	-0.039
389.5	-0.039
390.0	-0.037
390.5	-0.034
391.0	-0.033
391.5	-0.033
392.0	-0.033
392.5	-0.035
393.0	-0.033
393.5	-0.030
394.0	-0.029
394.5	-0.028
395.0	-0.028
395.5	-0.033
396.0	-0.037
396.5	-0.036
397.0	-0.038
397.5	-0.035
398.0	-0.033
398.5	-0.030
399.0	-0.027
399.5	-0.027
400.0	-0.029
400.5	-0.035
401.0	-0.041
401.5	-0.043
402.0	-0.047
402.5	-0.052
403.0	-0.054
403.5	-0.052
404.0	-0.046
404.5	-0.038
405.0	-0.033
405.5	-0.031
406.0	-0.033
406.5	-0.037
407.0	-0.044
407.5	-0.050
408.0	-0.052
408.5	-0.052
409.0	-0.051
409.5	-0.048
410.0	-0.047
410.5	-0.043
411.0	-0.040
411.5	-0.040
412.0	-0.042
412.5	-0.040
413.0	-0.038
413.5	-0.037
414.0	-0.042
414.5	-0.045
415.0	-0.046
415.5	-0.050
416.0	-0.052
416.5	-0.051
417.0	-0.047
417.5	-0.039
418.0	-0.030
418.5	-0.026
419.0	-0.022
419.5	-0.016
420.0	-0.012
420.5	-0.013
421.0	-0.013
421.5	-0.014
422.0	-0.014
422.5	-0.013
423.0	-0.016
423.5	-0.020
424.0	-0.022
424.5	-0.023
425.0	-0.023
425.5	-0.025
426.0	-0.027
426.5	-0.032
427.0	-0.034
427.5	-0.036
428.0	-0.039
428.5	-0.045
429.0	-0.048
429.5	-0.050
430.0	-0.050
430.5	-0.047
431.0	-0.045
431.5	-0.044
432.0	-0.038
432.5	-0.039
433.0	-0.036
433.5	-0.034
434.0	-0.030
434.5	-0.026
435.0	-0.026
435.5	-0.029
436.0	-0.031
436.5	-0.033
437.0	-0.036
437.5	-0.046
438.0	-0.048
438.5	-0.051
439.0	-0.049
439.5	-0.042
440.0	-0.037
440.5	-0.031
441.0	-0.024
441.5	-0.023
442.0	-0.029
442.5	-0.037
443.0	-0.048
443.5	-0.056
444.0	-0.056
444.5	-0.050
445.0	-0.037
445.5	-0.024
446.0	-0.009
446.5	0.001
447.0	0.009
447.5	0.012
448.0	0.007
448.5	-0.005
449.0	-0.019
449.5	-0.030
450.0	-0.040
450.5	-0.047
451.0	-0.045
451.5	-0.038
452.0	-0.031
452.5	-0.027
453.0	-0.025
453.5	-0.029
454.0	-0.033
454.5	-0.040
455.0	-0.050
455.5	-0.054
456.0	-0.053
456.5	-0.052
457.0	-0.052
457.5	-0.048
458.0	-0.045
458.5	-0.041
459.0	-0.037
459.5	-0.034
460.0	-0.032
460.5	-0.025
461.0	-0.024
461.5	-0.024
462.0	-0.026
462.5	-0.030
463.0	-0.038
463.5	-0.044
464.0	-0.046
464.5	-0.041
465.0	-0.041
465.5	-0.037
466.0	-0.036
466.5	-0.036
467.0	-0.036
467.5	-0.035
468.0	-0.038
468.5	-0.040
469.0	-0.040
469.5	-0.039
470.0	-0.038
470.5	-0.040
471.0	-0.043
471.5	-0.049
472.0	-0.049
472.5	-0.045
473.0	-0.044
473.5	-0.043
474.0	-0.041
474.5	-0.040
475.0	-0.037
475.5	-0.037
476.0	-0.041
476.5	-0.049
477.0	-0.051
477.5	-0.051
478.0	-0.054
478.5	-0.059
479.0	-0.062
479.5	-0.060
480.0	-0.053
480.5	-0.047
481.0	-0.046
481.5	-0.045
482.0	-0.038
482.5	-0.032
483.0	-0.036
483.5	-0.042
484.0	-0.048
484.5	-0.045
485.0	-0.038
485.5	-0.034
486.0	-0.028
486.5	-0.021
487.0	-0.008
487.5	0.000
488.0	-0.006
488.5	-0.018
489.0	-0.028
489.5	-0.034
490.0	-0.035
490.5	-0.034
491.0	-0.030
491.5	-0.026
492.0	-0.023
492.5	-0.025
493.0	-0.034
493.5	-0.042
494.0	-0.041
494.5	-0.037
495.0	-0.030
495.5	-0.022
496.0	-0.020
496.5	-0.026
497.0	-0.030
497.5	-0.035
498.0	-0.039
498.5	-0.041
499.0	-0.042
499.5	-0.042
500.0	-0.039
500.5	-0.040
501.0	-0.044
501.5	-0.047
502.0	-0.045
502.5	-0.042
503.0	-0.041
503.5	-0.045
504.0	-0.050
504.5	-0.051
505.0	-0.056
505.5	-0.063
506.0	-0.068
506.5	-0.068
507.0	-0.066
507.5	-0.061
508.0	-0.057
508.5	-0.052
509.0	-0.045
509.5	-0.037
510.0	-0.037
510.5	-0.038
511.0	-0.041
511.5	-0.044
512.0	-0.048
512.5	-0.053
513.0	-0.064
513.5	-0.077
514.0	-0.083
514.5	-0.079
515.0	-0.077
515.5	-0.073
516.0	-0.071
516.5	-0.065
517.0	-0.064
517.5	-0.063
518.0	-0.066
518.5	-0.067
519.0	-0.061
519.5	-0.051
520.0	-0.042
520.5	-0.035
521.0	-0.031
521.5	-0.030
522.0	-0.037
522.5	-0.043
523.0	-0.051
523.5	-0.055
524.0	-0.059
524.5	-0.062
525.0	-0.063
525.5	-0.061
526.0	-0.058
526.5	-0.052
527.0	-0.049
527.5	-0.050
528.0	-0.045
528.5	-0.036
529.0	-0.024
529.5	-0.015
530.0	-0.012
530.5	-0.012
531.0	-0.017
531.5	-0.022
532.0	-0.032
532.5	-0.041
533.0	-0.049
533.5	-0.054
534.0	-0.050
534.5	-0.046
535.0	-0.046
535.5	-0.046
536.0	-0.045
536.5	-0.044
537.0	-0.042
537.5	-0.043
538.0	-0.048
538.5	-0.050
539.0	-0.043
539.5	-0.038
540.0	-0.034
540.5	-0.029
541.0	-0.031
541.5	-0.037
542.0	-0.045
542.5	-0.054
543.0	-0.060
543.5	-0.060
544.0	-0.055
544.5	-0.044
545.0	-0.035
545.5	-0.024
546.0	-0.019
546.5	-0.021
547.0	-0.022
547.5	-0.027
548.0	-0.032
548.5	-0.037
549.0	-0.043
549.5	-0.040
550.0	-0.040
550.5	-0.037
551.0	-0.032
551.5	-0.026
552.0	-0.026
552.5	-0.025
553.0	-0.034
553.5	-0.042
554.0	-0.051
554.5	-0.053
555.0	-0.053
555.5	-0.053
556.0	-0.054
556.5	-0.057
557.0	-0.060
557.5	-0.064
558.0	-0.075
558.5	-0.084
559.0	-0.091
559.5	-0.087
560.0	-0.079
560.5	-0.076
561.0	-0.073
561.5	-0.070
562.0	-0.061
562.5	-0.054
563.0	-0.050
563.5	-0.050
564.0	-0.051
564.5	-0.050
565.0	-0.051
565.5	-0.054
566.0	-0.056
566.5	-0.063
567.0	-0.059
567.5	-0.043
568.0	-0.029
568.5	-0.021
569.0	-0.017
569.5	-0.018
570.0	-0.023
570.5	-0.029
571.0	-0.040
571.5	-0.056
572.0	-0.059
572.5	-0.057
573.0	-0.060
573.5	-0.069
574.0	-0.071
574.5	-0.070
575.0	-0.065
575.5	-0.054
576.0	-0.046
576.5	-0.043
577.0	-0.037
577.5	-0.031
578.0	-0.032
578.5	-0.038
579.0	-0.038
579.5	-0.040
580.0	-0.040
580.5	-0.042
581.0	-0.045
581.5	-0.045
582.0	-0.045
582.5	-0.039
583.0	-0.044
583.5	-0.051
584.0	-0.053
584.5	-0.047
585.0	-0.040
585.5	-0.040
586.0	-0.041
586.5	-0.043
587.0	-0.052
587.5	-0.061
588.0	-0.075
588.5	-0.082
589.0	-0.080
589.5	-0.065
590.0	-0.055
590.5	-0.054
591.0	-0.055
591.5	-0.058
592.0	-0.060
592.5	-0.062
593.0	-0.064
593.5	-0.064
594.0	-0.061
594.5	-0.052
595.0	-0.040
595.5	-0.033
596.0	-0.028
596.5	-0.029
597.0	-0.032
597.5	-0.039
598.0	-0.048
598.5	-0.058
599.0	-0.069
599.5	-0.073
600.0	-0.072
600.5	-0.071
601.0	-0.067
601.5	-0.062
602.0	-0.060
602.5	-0.059
603.0	-0.052
603.5	-0.043
604.0	-0.039
604.5	-0.040
605.0	-0.043
605.5	-0.049
606.0	-0.058
606.5	-0.063
607.0	-0.069
607.5	-0.071
608.0	-0.064
608.5	-0.056
609.0	-0.050
609.5	-0.048
610.0	-0.042
610.5	-0.041
611.0	-0.047
611.5	-0.046
612.0	-0.040
612.5	-0.035
613.0	-0.038
613.5	-0.042
614.0	-0.044
614.5	-0.049
615.0	-0.054
615.5	-0.058
616.0	-0.060
616.5	-0.056
617.0	-0.054
617.5	-0.057
618.0	-0.066
618.5	-0.073
619.0	-0.075
619.5	-0.080
620.0	-0.080
620.5	-0.083
621.0	-0.082
621.5	-0.075
622.0	-0.067
622.5	-0.061
623.0	-0.058
623.5	-0.061
624.0	-0.058
624.5	-0.059
625.0	-0.060
625.5	-0.062
626.0	-0.061
626.5	-0.055
627.0	-0.046
627.5	-0.042
628.0	-0.037
628.5	-0.038
629.0	-0.035
629.5	-0.037
630.0	-0.045
630.5	-0.054
631.0	-0.064
631.5	-0.065
632.0	-0.067
632.5	-0.068
633.0	-0.068
633.5	-0.071
634.0	-0.070
634.5	-0.071
635.0	-0.073
635.5	-0.075
636.0	-0.076
636.5	-0.068
637.0	-0.062
637.5	-0.057
638.0	-0.060
638.5	-0.062
639.0	-0.059
639.5	-0.058
640.0	-0.064
640.5	-0.067
641.0	-0.065
641.5	-0.060
642.0	-0.057
642.5	-0.056
643.0	-0.060
643.5	-0.062
644.0	-0.056
644.5	-0.047
645.0	-0.048
645.5	-0.044
646.0	-0.042
646.5	-0.049
647.0	-0.059
647.5	-0.070
648.0	-0.071
648.5	-0.073
649.0	-0.069
649.5	-0.062
650.0	-0.059
650.5	-0.058
651.0	-0.063
651.5	-0.065
652.0	-0.066
652.5	-0.062
653.0	-0.047
653.5	-0.046
654.0	-0.048
654.5	-0.058
655.0	-0.077
655.5	-0.089
656.0	-0.091
656.5	-0.087
657.0	-0.080
657.5	-0.066
658.0	-0.047
658.5	-0.042
659.0	-0.043
659.5	-0.050
660.0	-0.055
660.5	-0.053
661.0	-0.054
661.5	-0.054
662.0	-0.048
662.5	-0.040
663.0	-0.036
663.5	-0.041
664.0	-0.047
664.5	-0.049
665.0	-0.057
665.5	-0.074
666.0	-0.089
666.5	-0.096
667.0	-0.094
667.5	-0.091
668.0	-0.085
668.5	-0.071
669.0	-0.055
669.5	-0.036
670.0	-0.030
670.5	-0.026
671.0	-0.016
671.5	-0.013
672.0	-0.010
672.5	-0.011
673.0	-0.019
673.5	-0.026
674.0	-0.033
674.5	-0.031
675.0	-0.034
675.5	-0.040
676.0	-0.050
676.5	-0.062
677.0	-0.074
677.5	-0.075
678.0	-0.072
678.5	-0.063
679.0	-0.043
679.5	-0.020
680.0	-0.006
680.5	-0.006
681.0	-0.011
681.5	-0.019
682.0	-0.030
682.5	-0.038
683.0	-0.048
683.5	-0.063
684.0	-0.071
684.5	-0.074
685.0	-0.084
685.5	-0.092
686.0	-0.095
686.5	-0.092
687.0	-0.077
687.5	-0.064
688.0	-0.046
688.5	-0.034
689.0	-0.026
689.5	-0.022
690.0	-0.021
690.5	-0.024
691.0	-0.024
691.5	-0.026
692.0	-0.030
692.5	-0.036
693.0	-0.037
693.5	-0.045
694.0	-0.057
694.5	-0.066
695.0	-0.062
695.5	-0.063
696.0	-0.066
696.5	-0.076
697.0	-0.088
697.5	-0.094
698.0	-0.094
698.5	-0.088
699.0	-0.069
699.5	-0.048
700.0	-0.027
700.5	-0.020
701.0	-0.025
701.5	-0.031
702.0	-0.041
702.5	-0.053
703.0	-0.075
703.5	-0.092
704.0	-0.102
704.5	-0.101
705.0	-0.098
705.5	-0.096
706.0	-0.085
706.5	-0.062
707.0	-0.040
707.5	-0.025
708.0	-0.027
708.5	-0.040
709.0	-0.059
709.5	-0.074
710.0	-0.089
710.5	-0.097
711.0	-0.088
711.5	-0.070
712.0	-0.048
712.5	-0.030
713.0	-0.022
713.5	-0.025
714.0	-0.035
714.5	-0.046
715.0	-0.050
715.5	-0.051
716.0	-0.049
716.5	-0.055
717.0	-0.062
717.5	-0.067
718.0	-0.067
718.5	-0.069
719.0	-0.066
719.5	-0.063
720.0	-0.056
720.5	-0.054
721.0	-0.059
721.5	-0.077
722.0	-0.089
722.5	-0.100
723.0	-0.100
723.5	-0.093
724.0	-0.079
724.5	-0.061
725.0	-0.044
725.5	-0.032
726.0	-0.031
726.5	-0.039
727.0	-0.045
727.5	-0.056
728.0	-0.065
728.5	-0.068
729.0	-0.068
729.5	-0.059
730.0	-0.052
730.5	-0.044
731.0	-0.037
731.5	-0.029
732.0	-0.026
732.5	-0.027
733.0	-0.040
733.5	-0.047
734.0	-0.053
734.5	-0.055
735.0	-0.051
735.5	-0.048
736.0	-0.040
736.5	-0.041
737.0	-0.054
737.5	-0.072
738.0	-0.083
738.5	-0.085
739.0	-0.092
739.5	-0.100
740.0	-0.096
740.5	-0.102
741.0	-0.103
741.5	-0.105
742.0	-0.109
742.5	-0.104
743.0	-0.080
743.5	-0.062
744.0	-0.058
744.5	-0.056
745.0	-0.055
745.5	-0.067
746.0	-0.076
746.5	-0.081
747.0	-0.083
747.5	-0.073
748.0	-0.063
748.5	-0.062
749.0	-0.066
749.5	-0.081
750.0	-0.103
750.5	-0.115
751.0	-0.118
751.5	-0.124
752.0	-0.117
752.5	-0.102
753.0	-0.090
753.5	-0.078
754.0	-0.060
754.5	-0.058
755.0	-0.062
755.5	-0.054
756.0	-0.051
756.5	-0.053
757.0	-0.046
757.5	-0.044
758.0	-0.051
758.5	-0.056
759.0	-0.053
759.5	-0.054
760.0	-0.063
760.5	-0.080
761.0	-0.098
761.5	-0.113
762.0	-0.115
762.5	-0.114
763.0	-0.111
763.5	-0.099
764.0	-0.077
764.5	-0.057
765.0	-0.044
765.5	-0.043
766.0	-0.048
766.5	-0.060
767.0	-0.073
767.5	-0.069
768.0	-0.067
768.5	-0.066
769.0	-0.056
769.5	-0.040
770.0	-0.028
770.5	-0.017
771.0	-0.020
771.5	-0.034
772.0	-0.050
772.5	-0.059
773.0	-0.075
773.5	-0.088
774.0	-0.089
774.5	-0.088
775.0	-0.083
775.5	-0.075
776.0	-0.084
776.5	-0.087
777.0	-0.091
777.5	-0.105
778.0	-0.117
778.5	-0.118
779.0	-0.115
779.5	-0.114
780.0	-0.100
780.5	-0.080
781.0	-0.067
781.5	-0.060
782.0	-0.068
782.5	-0.082
783.0	-0.092
783.5	-0.096
784.0	-0.098
784.5	-0.094
785.0	-0.076
785.5	-0.053
786.0	-0.035
786.5	-0.026
787.0	-0.019
787.5	-0.017
788.0	-0.012
788.5	-0.008
789.0	-0.016
789.5	-0.024
790.0	-0.037
790.5	-0.053
791.0	-0.074
791.5	-0.087
792.0	-0.094
792.5	-0.107
793.0	-0.103
793.5	-0.085
794.0	-0.077
794.5	-0.064
795.0	-0.070
795.5	-0.071
796.0	-0.070
796.5	-0.061
797.0	-0.061
797.5	-0.064
798.0	-0.058
798.5	-0.041
799.0	-0.037
799.5	-0.046
800.0	-0.064
800.5	-0.071
801.0	-0.077
801.5	-0.081
802.0	-0.093
802.5	-0.106
803.0	-0.103
803.5	-0.094
804.0	-0.092
804.5	-0.100
805.0	-0.093
805.5	-0.078
806.0	-0.063
806.5	-0.049
807.0	-0.039
807.5	-0.031
808.0	-0.024
808.5	-0.042
809.0	-0.069
809.5	-0.085
810.0	-0.093
810.5	-0.092
811.0	-0.078
811.5	-0.059
812.0	-0.039
812.5	-0.019
813.0	-0.009
813.5	-0.015
814.0	-0.040
814.5	-0.050
815.0	-0.066
815.5	-0.072
816.0	-0.078
816.5	-0.073
817.0	-0.057
817.5	-0.043
818.0	-0.034
818.5	-0.038
819.0	-0.055
819.5	-0.059
820.0	-0.053
820.5	-0.041
821.0	-0.027
821.5	0.002
822.0	0.029
822.5	0.041
823.0	0.041
823.5	0.031
824.0	0.010
824.5	-0.017
825.0	-0.039
825.5	-0.052
826.0	-0.054
826.5	-0.043
827.0	-0.025
827.5	-0.009
828.0	0.006
828.5	0.007
829.0	-0.019
829.5	-0.062
830.0	-0.102
830.5	-0.130
831.0	-0.150
831.5	-0.147
832.0	-0.137
832.5	-0.117
833.0	-0.088
833.5	-0.067
834.0	-0.062
834.5	-0.057
835.0	-0.047
835.5	-0.054
836.0	-0.071
836.5	-0.092
837.0	-0.121
837.5	-0.140
838.0	-0.154
838.5	-0.164
839.0	-0.169
839.5	-0.159
840.0	-0.136
840.5	-0.119
841.0	-0.092
841.5	-0.069
842.0	-0.057
